timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-12-08T10:07:12,FULL_pipeline,ace5d1b8-7cec-487c-bcd8-67fcf2ed970a,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,59.27700810000533,0.0003798553328370356,6.408139428970293e-06,432.0,3.1186015909399973,10.0,0.006579147588004125,4.721281554799853e-05,0.0001520498613889989,0.006778410264941122,0.0,France,FRA,,,,Windows-11-10.0.26100-SP0,3.13.5,3.2.0,16,AMD Ryzen 7 7735HS with Radeon Graphics,1,1 x NVIDIA GeForce RTX 4060 Laptop GPU,,,15.309364318847656,machine,N,1.0,0.0
