timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-12-09T08:28:57,REMBG_cutout,bf5f80a8-3272-4f4d-acd0-e73ad6a526a9,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,9.166640500014182,6.389484352516786e-05,6.9703664635990685e-06,432.0,5.862977304245208,10.0,0.0010998147479980252,1.492640083000131e-05,2.544414222227513e-05,0.0011401852910503016,0.0,France,FRA,,,,Windows-11-10.0.26100-SP0,3.13.5,3.2.0,16,AMD Ryzen 7 7735HS with Radeon Graphics,1,1 x NVIDIA GeForce RTX 4060 Laptop GPU,,,15.309364318847656,machine,N,1.0,0.0
