timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-12-09T08:29:21,FULL_pipeline,00add438-378b-401b-9a9e-7f3c8fa5b572,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,19.853585200035013,0.00013744718799618152,6.92304118431663e-06,432.0,3.652405156103611,10.0,0.0023820711000007576,1.552917909000001e-05,5.510565777787836e-05,0.002452705936868636,0.0,France,FRA,,,,Windows-11-10.0.26100-SP0,3.13.5,3.2.0,16,AMD Ryzen 7 7735HS with Radeon Graphics,1,1 x NVIDIA GeForce RTX 4060 Laptop GPU,,,15.309364318847656,machine,N,1.0,0.0
