timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-12-09T08:28:44,BLIP_caption,e4c8cd0a-40b1-4b67-8a45-882a2eff2ede,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,7.546880999987479,5.278460678828049e-05,6.994228051080713e-06,432.0,7.412586849624876,10.0,0.0009054447119962424,1.5536401317999687e-05,2.094516638883053e-05,0.0009419262797030726,0.0,France,FRA,,,,Windows-11-10.0.26100-SP0,3.13.5,3.2.0,16,AMD Ryzen 7 7735HS with Radeon Graphics,1,1 x NVIDIA GeForce RTX 4060 Laptop GPU,,,15.309364318847656,machine,N,1.0,0.0
