timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-12-08T10:06:06,REMBG_cutout,aa3d6901-5fc1-4cd9-96ea-37b3f4734021,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,17.813263099989854,0.00011624710662870012,6.525873781585044e-06,432.0,10.97720560908132,10.0,0.0020133092399965973,1.453667829600172e-05,4.6550602500064996e-05,0.0020743965207926643,0.0,France,FRA,,,,Windows-11-10.0.26100-SP0,3.13.5,3.2.0,16,AMD Ryzen 7 7735HS with Radeon Graphics,1,1 x NVIDIA GeForce RTX 4060 Laptop GPU,,,15.309364318847656,machine,N,1.0,0.0
